Year,Year Code,Country Name,Country Code,Women who were first married by age 15 (% of women ages 20-24) [SP.M15.2024.FE.ZS],Women's share of population ages 15+ living with HIV (%) [SH.DYN.AIDS.FE.ZS],Young people (ages 15-24) newly infected with HIV [SH.HIV.INCD.YG],Rural population (% of total population) [SP.RUR.TOTL.ZS],Rural population [SP.RUR.TOTL],Rural population growth (annual %) [SP.RUR.TOTL.ZG],Rural poverty headcount ratio at national poverty lines (% of rural population) [SI.POV.RUHC],"School enrollment, primary (% gross) [SE.PRM.ENRR]","School enrollment, primary, female (% gross) [SE.PRM.ENRR.FE]","School enrollment, primary, male (% gross) [SE.PRM.ENRR.MA]","School enrollment, primary, male (% net) [SE.PRM.NENR.MA]","School enrollment, primary, female (% net) [SE.PRM.NENR.FE]","School enrollment, primary (% net) [SE.PRM.NENR]",Ratio of young literate females to males (% ages 15-24) [SE.ADT.1524.LT.FM.ZS],Ratio of school attendance of orphans to school attendance of non-orphans ages 10-14 [SE.ENR.ORPH],Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%) [SH.UHC.OOPC.25.ZS],Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%) [SH.UHC.NOP2.ZS],Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%) [SH.UHC.NOP1.ZS],"Probability of dying among adolescents ages 15-19 years (per 1,000) [SH.DYN.1519]","Primary completion rate, male (% of relevant age group) [SE.PRM.CMPT.MA.ZS]","Prevalence of wasting, male (% of children under 5) [SH.STA.WAST.MA.ZS]",Prevalence of undernourishment (% of population) [SN.ITK.DEFC.ZS],"Prevalence of severe wasting, weight for height, female (% of children under 5) [SH.SVR.WAST.FE.ZS]","Prevalence of severe wasting, weight for height, male (% of children under 5) [SH.SVR.WAST.MA.ZS]",Prevalence of syphilis (% of women attending antenatal care) [SH.PRG.SYPH.ZS],"Prevalence of overweight, male (% of male adults) [SH.STA.OWAD.MA.ZS]",Prevalence of overweight (% of adults) [SH.STA.OWAD.ZS],"Prevalence of HIV, female (% ages 15-24) [SH.HIV.1524.FE.ZS]",Prevalence of anemia among non-pregnant women (% of women ages 15-49) [SH.ANM.NPRG.ZS],Poverty headcount ratio at national poverty line (% of population) [SI.POV.NAHC],"Population, total [SP.POP.TOTL]","Population, male (% of total population) [SP.POP.TOTL.MA.ZS]",Population growth (annual %) [SP.POP.GROW],"Population, female [SP.POP.TOTL.FE.IN]",Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure [SH.UHC.NOP2.TO],Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure [SH.UHC.NOP1.TO],Number of neonatal deaths [SH.DTH.NMRT],"Mortality rate, infant, male (per 1,000 live births) [SP.DYN.IMRT.MA.IN]","Mortality rate, adult, female (per 1,000 female adults) [SP.DYN.AMRT.FE]","Mortality rate attributed to unintentional poisoning (per 100,000 population) [SH.STA.POIS.P5]","Mortality rate attributed to household and ambient air pollution (per 100,000 population) [SH.STA.AIRP.P5]","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%) [SH.DYN.NCOM.MA.ZS]","Maternal mortality ratio (modeled estimate, per 100,000 live births) [SH.STA.MMRT]","Malnutrition prevalence, weight for age, female (% of children under 5) [SH.STA.MALN.FE.ZS]",Malaria cases reported [SH.STA.MALR],"Literacy rate, adult male (% of males ages 15 and above) [SE.ADT.LITR.MA.ZS]","Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Labor force, total [SL.TLF.TOTL.IN]","Labor force, female (% of total labor force) [SL.TLF.TOTL.FE.ZS]",Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line) [SH.UHC.NOP2.ZG],Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line) [SH.UHC.NOP1.ZG],"Incidence of tuberculosis (per 100,000 people) [SH.TBS.INCD]","Condom use at last high-risk sex, adult female (% ages 15-49) [SH.CON.AIDS.FE.ZS]","Condom use at last high-risk sex, adult male (% ages 15-49) [SH.CON.AIDS.MA.ZS]","Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions) [SH.HIV.KNOW.MA.ZS]","Comprehensive correct knowledge of HIV/AIDS, ages 15-24, female (2 prevent ways and reject 3 misconceptions) [SH.HIV.1524.KW.FE.ZS]","Completeness of birth registration, rural (%) [SP.REG.BRTH.RU.ZS]","Completeness of birth registration, male (%) [SP.REG.BRTH.MA.ZS]","Completeness of birth registration, female (%) [SP.REG.BRTH.FE.ZS]",Completeness of birth registration (%) [SP.REG.BRTH.ZS],"Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]",Adults (ages 15+) and children (0-14 years) living with HIV [SH.HIV.TOTL],Adults (ages 15+) and children (ages 0-14) newly infected with HIV [SH.HIV.INCD.TL],"Adolescent fertility rate (births per 1,000 women ages 15-19) [SP.ADO.TFRT]",Adults (ages 15+) living with HIV [SH.DYN.AIDS]
2019,YR2019,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1794248,..,-0.1579915085,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Kuwait,KWT,..,..,..,0,0,..,..,88.00608826,94.78166199,82.25100708,..,..,..,..,..,..,..,..,2,77.27924347,..,..,..,..,..,..,..,..,..,..,4207083,60.92246469,1.672323183,1644024,..,..,251,7.4,..,..,..,..,..,..,..,..,..,2424991,25.05675279,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Kyrgyz Republic,KGZ,..,33.8,200,63.409,4094256,1.720943287,..,106.0478134,105.3814087,106.6860809,..,..,..,..,..,..,..,..,2.7,109.6728973,..,..,..,..,..,..,..,0.1,..,..,6456900,49.46969623,2.098717844,3262691,..,..,1880,18.2,..,..,..,..,..,..,..,..,..,2607613,38.42744303,..,..,..,..,..,..,..,..,..,..,..,..,10000,1000,..,9700
2019,YR2019,Lao PDR,LAO,..,43.9,500,64.355,4613903,0.5260127735,..,100.0459595,98.25884247,101.7681198,..,..,..,..,..,..,..,..,4.6,92.29284668,..,..,..,..,..,..,..,0.1,..,..,7169455,50.19945725,1.517115575,3570428,..,..,3637,40.4,..,..,..,..,..,..,..,..,..,3808740,49.03973493,..,..,..,..,..,..,..,..,..,..,..,..,13000,1000,..,13000
2019,YR2019,Late-demographic dividend,LTE,..,..,..,36.70684976,843696238,-1.784920355,..,104.0053,104.2277,103.8071,..,..,..,1.00098002,..,..,..,..,2.445751923,97.41220856,..,..,..,..,..,..,..,..,..,..,2298470832,50.48735447,0.4649397424,1138033719,..,..,150374,9.171061003,..,..,..,..,..,..,..,97.58460999,..,1239933562,43.59821898,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Latin America & Caribbean,LCN,..,..,..,19.12944097,123651338,-0.3472664749,..,109.3129,108.3746,110.214,..,..,..,1.003829956,..,..,..,..,5,98.17559052,..,..,..,..,..,..,..,..,..,..,646430841,49.19139737,0.9330917508,328271490,..,..,94324,15.3,..,..,..,..,..,..,..,94.71642303,..,313157482,41.75147474,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Latin America & Caribbean (excluding high income),LAC,..,..,..,19.30088224,118463629,-0.3803267751,..,109.7762,108.8536,110.6622,..,..,..,1.003980041,..,..,..,..,5.118460837,98.40675354,..,..,..,..,..,..,..,..,..,..,613773128,49.19817589,0.930756337,311771464,..,..,92124,15.56805879,..,..,..,..,..,..,..,94.60984039,..,297615853,41.70691539,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,19.10564963,120488780,-0.3489979006,..,109.516,108.5869,110.4085,..,..,..,1.00387001,..,..,..,..,5.062403415,98.4662323,..,..,..,..,..,..,..,..,..,..,630644770,49.19396606,0.9566531039,320342277,..,..,94016,15.43775383,..,..,..,..,..,..,..,94.62689972,..,306575538,41.7918549,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Latvia,LVA,..,31.3,100,31.778,607846,-1.000659026,..,..,..,..,..,..,..,..,..,..,..,..,2.5,..,..,..,..,..,..,..,..,0.1,..,..,1912789,46.04445284,-0.7492294739,1032056,..,..,37,3.3,..,..,..,..,..,..,..,..,..,983102,49.95880387,..,..,..,..,..,..,..,..,..,..,..,..,5600,500,..,5600
2019,YR2019,Least developed countries: UN classification,LDC,..,57.70285411,..,65.89864919,680989312,1.528296333,..,104.7641,102.0745,107.3941,..,..,..,0.9464100003,..,..,..,..,9.839871387,71.51999664,..,..,..,..,..,..,..,1.118781828,..,..,1033388876,49.73457171,2.349923481,519431493,..,..,821302,48.98964442,..,..,..,..,..,..,..,71.62528229,..,422864675,42.82600453,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Lebanon,LBN,..,14.6,100,11.242,770719,-1.358031562,..,..,..,..,..,..,..,..,..,..,..,..,2.3,..,..,..,..,..,..,..,..,0.1,..,..,6855713,50.31202462,0.09906136237,3406465,..,..,485,6.4,..,..,..,..,..,..,..,..,..,2398864,24.45670117,..,..,..,..,..,..,..,..,..,..,..,..,2700,200,..,2700
2019,YR2019,Lesotho,LSO,..,58.8,3700,71.415,1517760,0.2064378996,..,..,..,..,..,..,..,..,..,..,..,..,10.2,..,..,..,..,..,..,..,..,10.1,..,..,2125268,49.30881626,0.8095664757,1077324,..,..,2401,74.6,..,..,..,..,..,..,..,..,..,974311,45.23535093,..,..,..,..,..,..,..,..,..,..,..,..,340000,11000,..,330000
2019,YR2019,Liberia,LBR,..,59.4,1000,48.385,2388948,1.472774709,..,..,..,..,..,..,..,..,..,..,..,..,18.5,..,..,..,..,..,..,..,..,1,..,..,4937374,50.25173301,2.427194604,2456258,..,..,5239,67.8,..,..,..,..,..,..,..,..,..,2232405,47.45102255,..,..,..,..,..,..,..,..,..,..,..,..,47000,2200,..,43000
2019,YR2019,Libya,LBY,..,30.1,100,19.607,1328855,-0.003461566826,..,..,..,..,..,..,..,..,..,..,..,..,4.3,..,..,..,..,..,..,..,..,0.1,..,..,6777452,50.50007724,1.469777653,3354834,..,..,803,10.9,..,..,..,..,..,..,..,..,..,2422261,34.04042752,..,..,..,..,..,..,..,..,..,..,..,..,9500,500,..,9200
2019,YR2019,Liechtenstein,LIE,..,..,..,85.629,32555,0.2491197524,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38019,..,0.287110524,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Lithuania,LTU,..,25.2,100,32.145,895831,-1.07211414,..,..,..,..,..,..,..,..,..,..,..,..,2.3,..,..,..,..,..,..,..,..,0.1,..,..,2786844,46.25535081,-0.5260564058,1497780,..,..,58,3.2,..,..,..,..,..,..,..,..,..,1457292,50.14574979,..,..,..,..,..,..,..,..,..,..,..,..,3400,500,..,3400
2019,YR2019,Low & middle income,LMY,..,..,..,49.15017134,3163249440,0.1185282521,..,101.5942,100.4877,102.6281,..,..,..,0.9714900255,..,..,..,..,5.278869243,88.78703308,..,..,..,..,..,..,..,..,..,..,6437681145,50.5355629,1.198851595,3183377509,..,..,2404236,32.94190068,..,..,..,..,..,..,..,88.36218262,..,2834778498,37.67645482,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Low income,LIC,..,58.32271903,..,66.68173383,445737361,1.981387177,..,101.7614,97.53248,105.8978,..,..,..,0.9193699956,..,..,..,..,11.2,66.92180634,..,..,..,..,..,..,..,1.025923937,..,..,668454965,49.83961406,2.629610405,335299592,..,..,608502,52.4,..,..,..,..,..,..,..,68.62081146,..,261130743,43.80785699,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Lower middle income,LMC,..,..,..,60.31414916,1757170343,0.6323213096,..,99.67082,99.11898,100.1878,..,..,..,0.9627500176,..,..,..,..,5.1,89.38269806,..,..,..,..,..,..,..,..,..,..,2913363391,50.95279364,1.426182213,1428923357,..,..,1516037,38.9,..,..,..,..,..,..,..,82.48419189,..,1111677344,30.27092982,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Luxembourg,LUX,..,..,..,8.777,54408,-0.7744525567,..,..,..,..,..,..,..,..,..,..,..,..,0.8,..,..,..,..,..,..,..,..,..,..,..,619896,50.52701671,1.945908029,306681,..,..,9,2.4,..,..,..,..,..,..,..,..,..,310000,45.90483871,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,"Macao SAR, China",MAC,..,..,..,0,0,..,..,101.34272,100.283287,102.335968,..,..,..,..,..,..,..,..,..,102.8706131,..,..,..,..,..,..,..,..,..,..,640445,48.04558074,1.384996838,332739,..,..,..,..,..,..,..,..,..,..,..,..,..,388164,48.42463495,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Madagascar,MDG,..,46.6,1000,62.139,16758458,1.58378396,..,134.0614624,135.2168274,132.925415,..,..,..,..,..,..,..,..,10.7,60.80912018,..,..,..,..,..,..,..,0.1,..,..,26969307,49.88236998,2.656240162,13516378,..,..,17607,40.2,..,..,..,..,..,..,..,..,..,13851504,48.89570115,..,..,..,..,..,..,..,..,..,..,..,..,39000,5900,..,37000
2019,YR2019,Malawi,MWI,..,59.9,12000,82.826,15429446,2.354640096,..,144.8109894,146.9577637,142.6907959,..,..,..,..,..,..,..,..,7,75.7053833,..,..,..,..,..,..,..,4.2,..,..,18628747,49.30700392,2.640375193,9443470,..,..,12469,34.3,..,..,..,..,..,..,..,..,..,8079230,48.75130427,..,..,..,..,..,..,..,..,..,..,..,..,1100000,33000,..,1000000
2019,YR2019,Malaysia,MYS,..,17.3,1900,23.393,7474011,-1.084529558,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..,..,0.1,..,..,31949777,51.40304369,1.327060649,15526619,..,..,2448,7.9,..,..,..,..,..,..,..,..,..,15673198,38.3776623,..,..,..,..,..,..,..,..,..,..,..,..,88000,6300,..,87000
2019,YR2019,Maldives,MDV,..,..,..,59.762,317308,2.198534983,..,98.03816223,99.34156036,96.85189056,..,..,..,..,..,..,..,..,2.4,90.32063293,..,..,..,..,..,..,..,..,..,..,530953,63.29514443,2.91560605,194886,..,..,34,7.1,..,..,..,..,..,..,..,..,..,296776,20.2331051,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Mali,MLI,..,63.6,..,56.864,11178343,1.634264293,..,..,..,..,..,..,..,..,..,..,..,..,10,..,..,..,..,..,..,..,..,0.8,..,42.1,19658031,50.07897793,2.99663676,9813490,..,..,25958,65.5,..,..,..,..,..,..,..,..,..,7335419,43.77103748,..,..,..,..,..,..,..,..,..,..,..,..,140000,..,..,130000
2019,YR2019,Malta,MLT,..,..,..,5.322,26751,2.417687704,..,..,..,..,..,..,..,..,..,..,..,..,1.1,..,..,..,..,..,..,..,..,..,..,..,502653,50.13499797,3.651435801,250648,..,..,20,6.6,..,..,..,..,..,..,..,..,..,243422,40.83156001,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Marshall Islands,MHL,..,..,..,22.583,13277,-1.048934469,..,79.55570221,78.08496094,80.96469116,..,..,..,..,..,..,..,..,5.5,77.56654358,..,..,..,..,..,..,..,..,..,..,58791,..,0.6450314163,..,..,..,21,29.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Mauritania,MRT,..,50.6,..,45.493,2058875,0.9224615255,..,100.4086304,103.5470734,97.35915375,..,..,..,..,..,..,..,..,10.1,65.65380096,..,..,..,..,..,..,..,0.1,..,..,4525696,50.19873178,2.741280273,2253854,..,..,4820,55.4,..,..,..,..,..,..,..,..,..,1248249,31.56325381,..,..,..,..,..,..,..,..,..,..,..,..,5700,..,..,5300
2019,YR2019,Mauritius,MUS,..,30.4,200,59.234,749731,0.07779147341,..,99.52056122,100.8117599,98.27747345,..,..,..,..,..,..,..,..,3,96.1689682,..,..,..,..,..,..,..,0.2,..,..,1265711,49.38062646,0.0322400432,640695,..,..,130,15.7,..,..,..,..,..,..,..,..,..,610685,39.45012568,..,..,..,..,..,..,..,..,..,..,..,..,11000,1000,..,11000
2019,YR2019,Mexico,MEX,..,..,..,19.556,24948670,-0.3705947654,..,..,..,..,..,..,..,..,..,..,..,..,4.4,..,..,..,..,..,..,..,..,..,..,..,127575529,48.91486125,1.091362132,65172136,..,..,18906,13.4,..,..,..,..,..,..,..,..,..,57142190,37.76578217,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,"Micronesia, Fed. Sts.",FSM,..,..,..,77.188,87852,0.8975643242,..,96.80560303,94.73007965,98.80378723,..,..,..,..,..,..,..,..,5.3,89.22055817,..,..,..,..,..,..,..,..,..,..,113815,50.84482168,1.037743079,55946,..,..,41,27.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Middle East & North Africa,MEA,..,36.30087975,..,34.32138517,156748307,0.8354235922,..,104.272,102.8728,105.6002,..,..,..,0.9549099803,..,..,..,..,4.5,93.76338196,..,..,..,..,..,..,..,0.100937456,..,..,456707404,51.80693515,1.73629248,220101297,..,..,124018,19.6,..,..,..,..,..,..,..,85.32794189,..,152701123,20.29691229,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Middle East & North Africa (excluding high income),MNA,..,36.83396596,..,38.09659963,148369906,0.8848759026,..,104.6239,102.9039,106.2558,..,..,..,0.9504100084,..,..,..,..,4.575627148,93.36670685,..,..,..,..,..,..,..,0.1009464975,..,..,389457086,50.3945259,1.713352647,193192035,..,..,120218,21.13470584,..,..,..,..,..,..,..,82.7857132,..,118726720,20.19962229,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Middle East & North Africa (IDA & IBRD countries),TMN,..,36.83396596,..,38.27360953,147266048,0.8813597071,..,104.7025,102.9635,106.3523,..,..,..,0.9495099783,..,..,..,..,4.59347606,93.32303619,..,..,..,..,..,..,..,0.1009464975,..,..,384771780,50.3906182,1.703325775,190882902,..,..,118690,21.18529459,..,..,..,..,..,..,..,82.60043335,..,117466618,20.20185854,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Middle income,MIC,..,..,..,47.11823405,2717512079,-0.1805479024,..,101.5616,101.0798,102.0079,..,..,..,0.9792400002,..,..,..,..,4.351601161,92.41284943,..,..,..,..,..,..,..,..,..,..,5769226180,50.6162273,1.035650534,2848077917,..,..,1795734,28.65266798,..,..,..,..,..,..,..,90.10964966,..,2573647755,37.05434265,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Moldova,MDA,..,37.7,100,57.274,1522135,-1.974420661,..,89.5235672,88.30905151,90.66168213,..,..,..,..,..,..,..,..,3,89.02828217,..,..,..,..,..,..,..,0.1,..,..,2657637,47.9278839,-1.805225538,1383888,..,..,428,13.7,..,..,..,..,..,..,..,..,..,963122,49.56111479,..,..,..,..,..,..,..,..,..,..,..,..,15000,1000,..,14000
2019,YR2019,Monaco,MCO,..,..,..,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,1.4,..,..,..,..,..,..,..,..,..,..,..,38964,..,0.7263767352,..,..,..,1,2.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Mongolia,MNG,..,18.9,100,31.457,1014541,1.407735789,..,..,..,..,..,..,..,..,..,..,..,..,3.8,..,..,..,..,..,..,..,..,0.1,..,..,3225167,49.29767956,1.718753097,1635235,..,..,611,15.2,..,..,..,..,..,..,..,..,..,1331891,45.80810292,..,..,..,..,..,..,..,..,..,..,..,..,1000,100,..,1000
2019,YR2019,Montenegro,MNE,..,12,100,32.85,204372,-1.034886448,..,100.6333771,100.6420288,100.6254883,..,..,..,..,..,..,..,..,1.2,97.43096924,..,..,..,..,..,..,..,0.1,..,..,622137,49.44457537,-0.01446522081,314524,..,..,10,2.1,..,..,..,..,..,..,..,..,..,277234,43.67249327,..,..,..,..,..,..,..,..,..,..,..,..,500,100,..,500
2019,YR2019,Morocco,MAR,..,42.6,500,37.006,13496743,-0.2302865559,..,114.764679,112.7294083,116.6914063,..,..,..,..,..,..,..,..,3.5,96.59670258,..,..,..,..,..,..,..,0.1,..,..,36471769,49.60840942,1.22105093,18378705,..,..,9187,20.2,..,..,..,..,..,..,..,..,..,12067484,24.1782877,..,..,..,..,..,..,..,..,..,..,..,..,21000,1000,..,21000
2019,YR2019,Mozambique,MOZ,..,61.9,53000,63.472,19273930,2.059966352,..,116.3811417,112.3746109,120.3764496,..,..,..,..,..,..,..,..,9.6,58.17911911,..,..,..,..,..,..,..,7.1,..,..,30366036,48.56033103,2.907137438,15620188,..,..,32259,58.8,..,..,..,..,..,..,..,..,..,13193108,52.13403089,..,..,..,..,..,..,..,..,..,..,..,..,2200000,130000,..,2100000
2019,YR2019,Myanmar,MMR,..,38.4,5500,69.148,37371327,0.2315199583,..,..,..,..,..,..,..,..,..,..,..,..,3.3,..,..,..,..,..,..,..,..,0.3,..,..,54045420,48.19032776,0.6255483372,28000755,..,..,21134,39.5,..,..,..,..,..,..,..,..,..,24690588,40.48256769,..,..,..,..,..,..,..,..,..,..,..,..,240000,10000,..,230000
2019,YR2019,Namibia,NAM,..,63.4,2000,48.958,1221272,-0.1695154164,..,..,..,..,..,..,..,..,..,..,..,..,7.4,..,..,..,..,..,..,..,..,4.8,..,..,2494530,48.46062816,1.872480881,1285665,..,..,1343,33.8,..,..,..,..,..,..,..,..,..,937006,49.40160469,..,..,..,..,..,..,..,..,..,..,..,..,210000,6900,..,200000
2019,YR2019,Nauru,NRU,..,..,..,0,0,..,..,121.7049179,120.9762497,122.4250336,..,..,..,..,..,..,..,..,5.4,126.0504227,..,..,..,..,..,..,..,..,..,..,12581,..,-0.9729165136,..,..,..,6,28.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Nepal,NPL,..,40,200,79.847,22843197,1.321433546,..,142.1434631,143.4533691,140.8256836,..,..,96.2984,..,..,..,..,..,4.5,117.6645432,..,..,..,..,..,..,..,0.1,..,..,28608710,45.60482007,1.837337077,15561759,..,..,11128,27.8,..,..,..,..,..,..,..,..,..,16885875,55.73111254,..,..,..,..,..,..,..,..,..,..,..,..,30000,1000,..,28000
2019,YR2019,Netherlands,NLD,..,17.4,100,8.124,1408121,-4.056172734,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,0.1,..,..,17332850,49.80273582,0.5857244603,8700617,..,..,446,3.8,..,..,..,..,..,..,..,..,..,9275661,46.23585316,..,..,..,..,..,..,..,..,..,..,..,..,24000,500,..,23000
2019,YR2019,New Caledonia,NCL,..,..,..,28.896,83163,-0.1381871273,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,287800,50.29972733,1.3080311,143037,..,..,..,..,..,..,..,..,..,..,..,..,..,140768,45.71422482,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,New Zealand,NZL,..,16.4,100,13.385,658140,0.9841013584,..,..,..,..,..,..,..,..,..,..,..,..,1.8,..,..,..,..,..,..,..,..,0.1,..,..,4917000,49.1560009,1.557727747,2499999,..,..,157,4.3,..,..,..,..,..,..,..,..,..,2764798,47.6010544,..,..,..,..,..,..,..,..,..,..,..,..,3500,200,..,3500
2019,YR2019,Nicaragua,NIC,..,33.1,100,41.24,2699365,0.6541400322,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,..,..,..,..,..,0.1,..,..,6545502,49.28550182,1.229573677,3319518,..,..,1352,16,..,..,..,..,..,..,..,..,..,3048887,38.58086574,..,..,..,..,..,..,..,..,..,..,..,..,9600,500,..,9400
